Name,Date,Latitude,Longitude,Precipitation,Wind Gust,Cloud Cover,Relative Humidity,Solar Energy,PDSI,NDVI,Elevation,Slope,Wildfire_Scale_Acres_Normalized,Wildfire_Scale_Acres_Quantiles,Wildfire_Scale_Acres_NWCG
Copper Fire,2019-10-31,32.564583,-116.834583,0.0,31.1,3.2,18.15,15.8,1.5900001525878906,3588.0,414,15.422136306762695,1,2,B
Caples Fire,2019-10-11,38.724,-120.145,0.0,6.5,2.8,40.95,13.2,-0.0200004577636718,6596.0,2264,5.830084323883057,1,5,E
Old Water Fire,2019-10-24,34.183624,-117.274276,0.0,36.9,8.7,9.36,17.7,-0.7299995422363281,3647.0,575,11.208335876464844,1,3,C
Sandalwood Fire,2019-10-10,33.9925,-117.059167,0.0,36.9,20.7,39.23,16.4,2.25,2172.0,728,2.2361788749694824,1,5,E
Sobrante Fire ,2019-11-01,33.849906,-117.461363,0.0,19.7,0.0,13.12,16.9,1.0499992370605469,2217.0,430,3.868520021438599,1,1,B
Saddle Ridge Fire,2019-10-10,34.32988,-118.48161,0.0,33.3,30.1,41.76,18.9,2.229999542236328,4040.0,483,10.684823036193848,1,5,F
Palisades Fire,2019-10-21,34.055768,-118.554091,0.0,11.3,1.3,30.49,17.2,-0.0500001907348632,6073.0,95,18.3947696685791,1,2,B
Getty Fire ,2019-10-28,34.098191,-118.478717,0.0,36.9,0.0,29.88,2.9,-0.5500001907348633,3456.0,236,10.61823558807373,1,5,D
Hillside Fire,2019-10-31,34.183,-117.285,0.0,26.4,3.7,6.96,16.9,-0.8199996948242188,3427.0,501,7.461684703826904,1,4,C
Eagle Fire,2019-11-05,39.100408,-122.496548,0.0,5.3,1.7,58.81,14.2,2.229999542236328,5704.0,954,15.739376068115234,1,2,B
Muir Fire,2019-10-24,37.896231,-122.636471,0.0,15.0,15.9,21.42,16.0,0.9099998474121094,6346.0,37,5.8562421798706055,1,2,B
Elk Fire,2019-10-04,41.70611111,-123.4375,0.01,12.8,24.2,86.49,17.4,1.3999996185302734,7436.0,445,26.98796272277832,1,2,B
Taboose Fire,2019-09-06,37.034,-118.345,0.0,24.2,2.1,49.21,22.9,2.540000915527344,2170.0,1851,7.463458061218262,1,5,F
Grove Fire,2019-10-17,38.88913,-122.604425,0.0,30.0,20.7,65.79,15.4,1.3400001525878906,3401.0,427,1.5096619129180908,1,1,B
South Fire,2019-09-05,40.109,-122.789,0.0,34.4,0.8,33.44,22.8,1.0599994659423828,6128.0,938,17.953214645385742,1,5,F
Bear Fire ,2020-02-15,40.511092,-123.6378411,0.0,9.0,55.6,86.07,10.6,-0.9399995803833008,7798.0,1050,6.630767345428467,1,1,B
Beegum Fire,2020-02-23,40.33583333,-122.84722222,0.0,7.8,22.0,71.47,16.5,-2.2799997329711914,5619.0,486,4.942326068878174,1,2,B
Antelope Fire,2020-02-17,39.6923001,-120.3291855,0.0,25.3,15.0,44.32,17.2,-1.260000228881836,2643.0,1492,1.854334115982056,1,3,C
Wood Fire,2020-02-23,40.62155,-120.49392,0.0,18.3,1.3,49.78,16.4,2.030000686645508,2257.0,1547,3.0361194610595703,1,2,B
Maria Fire ,2019-10-31,34.302212,-118.997115,0.0,33.5,2.8,16.29,15.8,-0.0799999237060546,5012.0,204,10.60389232635498,1,5,F
Kincade Fire,2019-10-23,38.792458,-122.780053,0.0,24.2,0.2,45.75,2.6,-0.1300001144409179,5852.0,703,25.424659729003903,1,5,F
Grizzly Fire,2020-03-02,39.774968,-122.384532,0.0,31.1,2.0,26.89,8.2,-2.1999998092651367,5976.0,156,5.547544956207275,1,3,C
Mann Fire,2020-03-03,33.96957,-117.51793,0.0,37.1,1.4,19.8,25.6,-0.1599998474121093,2932.0,191,3.4766292572021484,1,3,C
South Main Fire,2020-03-06,33.65263,-117.40906,0.0,20.3,7.7,63.22,21.0,0.8599996566772461,5150.0,798,3.8172082901000977,1,1,B
Baseball Fire,2020-02-25,39.75638899,-122.94111111,0.0,31.1,0.0,38.42,15.3,-2.3199996948242188,6245.0,1149,22.57826805114746,1,4,C
Carter Fire ,2020-04-04,32.93432,-115.5865,0.0,33.4,0.0,32.79,22.7,6.629999160766602,5436.0,-26,3.548905372619629,1,4,C
Red Fire ,2020-04-23,40.09554,-122.43905,0.0,28.9,0.5,38.53,23.5,-2.9200000762939453,6228.0,156,3.032325506210327,1,1,B
Byron Fire,2020-04-27,37.82066,-121.595225,0.0,21.9,0.0,47.34,9.7,-2.1599998474121094,3609.0,5,0.9274099469184875,1,2,B
Bar Fire,2020-04-25,40.63442,-122.97693,0.0,6.3,2.0,50.37,19.3,-2.9600000381469727,7318.0,529,7.366458892822266,1,2,B
Interstate 5 Fire,2020-05-03,36.075003,-120.106407,0.0,25.3,12.4,52.13,27.4,-0.8199996948242188,2465.0,187,4.354072093963623,1,5,E
Gilman Fire,2020-05-18,33.861054,-117.024114,0.0,23.0,76.8,72.45,20.7,3.059999465942383,4591.0,475,0.9274099469184875,1,1,B
Acres Fire,2020-05-21,37.11715,-119.982359,0.0,17.2,2.9,54.91,28.4,-2.130000114440918,3001.0,123,4.627367496490479,1,3,C
Spanish Fire ,2020-05-22,38.697834,-122.403634,0.0,21.9,6.4,53.57,31.8,-3.550000190734864,5929.0,176,8.970914840698242,1,1,B
Range Fire,2020-05-27,35.34237,-120.70524,0.0,9.2,0.0,62.2,26.2,-0.9700002670288086,4066.0,163,3.003074407577514,1,5,F
Harley Fire,2020-05-28,33.83167,-117.34934,0.0,21.9,0.0,62.21,28.9,3.6299991607666016,3303.0,465,0.0,1,2,B
Creek Fire,2020-05-30,35.9994,-86.8616,0.0,24.2,17.7,62.15,28.9,2.790000915527344,8209.0,208,6.852556228637695,1,2,B
Acres Fire,2020-06-01,37.11806,-119.93221,0.0,10.1,14.9,55.76,18.5,-2.060000419616699,2231.0,173,7.00516414642334,1,4,C
Scorpion Fire,2020-05-31,34.01389,-119.74577,0.0,11.2,52.1,78.65,21.7,-0.9499998092651368,3495.0,305,36.36481475830078,1,5,E
Nash Fire,2020-06-01,39.1296,-123.48018,0.0,17.2,9.4,62.13,30.0,-3.260000228881836,7429.0,111,7.472977638244629,1,1,B
Horn Fire ,2020-06-02,40.809323,-120.288882,0.0,18.3,3.1,48.26,30.9,2.020000457763672,2486.0,1618,1.536458134651184,1,2,B
Silver Fire,2020-06-04,37.329163,-121.726223,0.0,13.3,15.3,53.44,28.1,-1.619999885559082,7144.0,634,3.9542200565338135,1,1,B
Karchner Fire,2020-06-05,38.98487,-121.340239,0.0,32.0,0.3,47.73,37.2,-3.9499998092651367,3439.0,34,1.854334115982056,1,2,B
Lakeville Fire,2020-06-05,38.224849,-122.549816,0.0,36.9,4.6,78.72,26.9,-3.4600000381469727,3840.0,132,9.396533012390137,1,3,C
Colleen Fire,2020-06-04,37.229703,-121.851895,0.0,12.9,16.3,55.74,27.7,-2.0,6160.0,163,3.0136866569519043,1,3,C
Willow Fire ,2020-06-06,37.994368,-122.002811,0.0,35.8,1.3,50.21,27.6,-3.34000015258789,2916.0,59,4.786981582641602,1,3,C
Bitterwater Fire,2020-06-07,36.2644,-121.0781,0.0,31.2,5.6,54.5,20.6,-1.1800003051757812,2683.0,130,1.4773215055465698,1,4,C
Gulch Fire,2020-06-06,38.216134,-122.536406,0.0,37.8,8.0,70.15,30.8,-3.310000419616699,3964.0,143,9.396109580993652,1,3,C
Oak Fire,2020-06-08,33.78275,-116.89655,0.0,39.1,0.4,28.3,32.3,1.8400001525878904,3758.0,555,9.260313987731934,1,1,B
Bradley Fire ,2020-06-08,35.94979,-120.81509,0.0,18.3,0.0,44.28,31.2,-1.0900001525878906,3203.0,224,6.563885688781738,1,4,C
Grand Fire,2020-06-08,33.638067,-117.37581,0.0,36.9,1.0,29.2,32.6,5.6100006103515625,5724.0,778,28.817163467407227,1,1,B
Hunters Fire,2020-06-07,37.61955,-120.215454,0.0,27.7,1.9,43.46,32.2,-1.1499996185302734,4497.0,493,13.15295124053955,1,3,B
Brock Fire,2020-06-04,40.837885,-122.097933,0.0,19.7,0.6,39.6,25.8,-0.8999996185302734,8890.0,588,7.640624523162842,1,1,B
Wildlife Fire,2020-06-03,38.232281,-122.042199,0.0,20.8,0.0,40.83,29.4,-3.5299997329711914,3983.0,2,3.887353897094727,1,4,D
McGary Fire ,2020-06-05,38.196893,-122.156313,0.01,43.8,8.1,65.41,26.9,-3.779999732971192,4406.0,35,5.814457893371582,1,2,B
Cronan Fire ,2020-06-09,38.827755,-120.988571,0.0,20.8,0.0,36.63,27.8,-1.5299997329711914,6687.0,270,1.5088512897491455,1,1,B
Vineyard Fire ,2020-06-09,38.89695,-123.21318,0.0,17.2,0.2,43.02,31.8,-3.430000305175781,7754.0,291,14.001259803771973,1,3,C
Watt Fire,2020-06-11,38.733421,-121.378879,0.0,19.7,30.0,43.81,27.6,-2.550000190734864,2788.0,25,1.5076093673706057,1,2,B
Border 7 Fire,2020-06-11,32.580882,-116.690712,0.0,9.6,6.2,56.39,30.3,3.549999237060547,4670.0,1084,29.876314163208008,1,3,B
Hopland Fire,2020-06-13,39.14783,-80.49163,0.0,9.4,44.8,64.38,19.6,1.4099998474121094,8499.0,317,3.0257933139801025,1,1,B
Skyline Fire,2020-06-11,32.73044,-116.7862,0.0,9.7,0.0,52.24,26.9,3.780000686645508,4522.0,733,17.797096252441406,1,3,C
Cornetts Fire,2020-06-13,37.40827,-120.08522,0.0,24.2,5.3,49.45,31.4,-1.8999996185302728,3265.0,373,6.464860916137695,1,4,C
Drum Fire,2020-06-14,34.63309,-120.28867,0.0,27.4,18.6,75.17,28.7,0.6400003433227539,3343.0,130,2.9993884563446045,1,4,D
Grant Fire,2020-06-12,38.520981,-121.201927,0.0,25.3,26.7,58.22,15.2,-3.4499998092651367,2693.0,63,4.004591941833496,1,5,F
Dawson Fire ,2020-06-13,33.776033,-117.461925,0.0,22.4,1.8,61.64,28.5,5.010000228881836,2745.0,377,7.762913227081299,1,1,B
Smoketree Fire,2020-06-02,33.782532,-116.524014,0.0,27.7,0.0,24.85,21.4,6.079999923706055,1688.0,217,34.93743896484375,1,3,C
Lime Fire,2020-06-10,34.46182,-118.77347,0.0,24.2,0.6,19.98,31.3,0.9499998092651368,5718.0,503,17.526020050048828,1,5,D
Riata Fire ,2020-06-16,35.40953,-120.56823,0.0,31.0,0.2,61.84,27.0,0.989999771118164,4374.0,305,13.82650661468506,1,1,B
Gyle Fire,2020-06-17,40.000132,-122.205628,0.0,34.9,0.0,25.74,28.4,-3.84000015258789,6190.0,87,0.9274099469184875,1,2,B
Nelson Fire ,2020-06-17,39.52408,-121.60037,0.0,32.2,0.0,31.69,48.4,-3.390000343322754,3851.0,65,3.893946886062622,1,3,B
Liberty Fire,2020-06-17,38.23432,-121.20828,0.0,26.4,0.0,34.58,32.9,-4.550000190734863,3137.0,26,7.048918724060059,1,3,B
Nelson Fire,2020-06-18,38.89178,-121.33956,0.0,16.1,0.0,40.1,36.2,-3.34000015258789,2734.0,36,1.191468358039856,1,3,C
Baker Fire,2020-06-17,35.27678,-118.6894,0.0,41.9,0.0,40.1,32.0,1.0400009155273438,2033.0,497,8.188385963439941,1,3,C
Honcut Fire,2020-06-20,39.36894,-121.53976,0.0,11.2,0.2,44.05,45.7,-4.210000038146973,3181.0,34,2.208052635192871,1,3,B
East Fire,2020-06-20,41.5017,-120.54161,0.0,28.8,0.0,38.98,28.4,-2.060000419616699,3066.0,1345,1.546847581863403,1,1,B
Stage Fire,2020-06-21,36.69845,-121.57407,0.0,18.3,55.7,74.79,25.1,-2.119999885559082,5361.0,59,3.88018012046814,1,2,B
Teddy Fire,2020-06-18,39.37577,-121.45372,0.0,24.2,0.0,30.96,47.9,-2.979999542236328,3221.0,105,6.598308563232422,1,1,B
River Fire,2020-06-22,35.62906,-120.68326,0.0,32.1,9.6,65.03,26.5,-1.619999885559082,3312.0,218,5.97769021987915,1,1,B
Ridge Fire,2020-06-17,35.9497,-121.42113,0.0,12.8,0.0,48.56,32.2,1.260000228881836,8045.0,1031,6.902963638305664,1,3,B
India Fire,2020-06-09,33.37579,-117.47166,0.0,21.4,5.7,21.65,29.5,4.690000534057617,4451.0,118,1.4466921091079712,1,5,E
Hunter Fire,2020-06-21,35.90835,-121.08753,0.0,25.3,21.5,56.78,31.4,-0.8000001907348633,3564.0,261,1.854334115982056,1,4,C
Sycamore Fire,2020-06-23,36.97511,-119.33439,0.0,11.6,11.5,40.01,29.2,-2.3299999237060547,4704.0,488,3.9398598670959473,1,1,B
Diablo Fire,2020-06-25,37.46265,-121.18355,0.0,18.3,0.9,44.87,30.6,-2.8199996948242188,2380.0,75,6.106652736663818,1,4,C
Indian Fire,2020-06-26,33.565093,-116.750925,0.0,31.1,0.0,40.62,26.4,3.680000305175781,2991.0,1148,4.318429946899414,1,2,B
58 Fire,2020-06-24,33.27665,-115.96594,0.0,13.0,8.8,30.68,24.0,3.6499996185302734,697.0,-27,1.854334115982056,1,1,B
Bend Fire,2020-06-25,35.30742,-119.88048,0.0,19.7,51.8,60.62,31.9,-0.5500001907348633,2251.0,640,3.588218927383423,1,4,C
Muck Fire ,2020-06-29,41.0336731,-121.2199939,0.0,23.0,42.0,47.64,26.3,-2.119999885559082,4363.0,1351,3.708238363265991,1,1,B
R-2 Fire,2020-06-23,40.43203,-120.28147,0.0,17.2,3.6,27.78,28.8,-1.7100000381469729,2222.0,1378,0.0,1,4,D
R-3 Fire,2020-06-24,40.44793,-120.04635,0.0,13.9,2.6,36.42,26.9,-1.9300003051757808,2029.0,1537,2.6062591075897217,1,4,C
Pass Fire,2020-06-28,37.06641,-121.21912,0.0,27.7,56.9,72.8,30.8,-1.6599998474121094,2850.0,410,6.008871555328369,1,5,E
Gage Fire,2020-06-28,35.69993,-120.96759,0.0,28.6,46.2,72.74,29.7,-1.2899999618530271,5913.0,363,11.273362159729004,1,1,B
Aurora Fire,2020-06-26,38.22554,-119.00289,0.0,20.8,0.0,35.88,30.9,-2.6999998092651367,2963.0,2532,13.009353637695312,1,4,C
Avacado Fire,2020-06-30,39.3784,-121.4319,0.0,7.1,0.3,35.98,44.9,-2.9700002670288086,3931.0,151,3.669372320175171,1,3,C
Cotton Fire,2020-07-05,37.091637,-121.086625,0.0,19.7,0.6,37.77,31.2,-2.289999961853028,1898.0,183,14.974424362182615,1,3,C
Sheridan Fire,2020-07-04,37.536015,-121.876277,0.0,14.4,2.1,47.71,30.8,-2.930000305175781,3787.0,311,15.104643821716309,1,3,C
Mount R Fire,2020-07-03,34.182436,-117.124353,0.0,18.3,0.0,41.79,17.1,1.5900001525878906,5584.0,1130,10.156097412109377,1,2,B
Patterson Fire,2020-07-06,37.71984,-121.53524,0.0,24.2,2.0,49.56,32.4,-3.1599998474121094,1571.0,80,3.513197422027588,1,3,C
Quarter Fire,2020-06-21,38.08264,-120.20316,0.0,18.3,0.0,41.27,31.5,-1.329999923706055,6608.0,1144,18.90235710144043,1,1,B
Poeville Fire,2020-06-27,39.32596,-119.81098,0.0,33.7,23.9,24.43,25.5,-2.7200002670288086,3144.0,1550,2.569399833679199,1,5,E
Kings Fire,2020-07-05,36.750186,-119.116536,0.0,17.2,2.1,35.41,31.6,-1.630000114440918,4605.0,683,5.068391799926758,1,2,B
California Fire,2020-07-06,38.02996,-122.25471,0.0,27.7,2.0,52.09,30.8,-3.7100000381469727,3106.0,52,8.92063045501709,1,4,C
Brandon Fire,2020-07-07,38.58488,-120.941267,0.0,16.1,0.0,41.45,30.5,-2.010000228881836,5402.0,244,15.29952335357666,1,1,B
Hog Fire,2020-06-12,36.82276,-119.36572,0.0,36.1,42.1,41.12,27.2,-2.810000419616699,3819.0,178,5.389750957489014,1,4,D
Tripp Fire ,2020-07-09,33.551838,-116.7464168,0.0,18.3,0.0,32.23,27.5,3.450000762939453,3197.0,1119,7.594117164611816,1,1,B
Alum Fire,2020-07-11,37.37731,-121.79349,0.0,14.8,8.9,51.65,29.1,-3.010000228881836,3092.0,286,6.8819427490234375,1,1,B
Soda Fire ,2020-07-03,35.393889,-120.053275,0.0,15.7,14.7,65.33,28.7,-0.6099996566772461,2437.0,633,1.854334115982056,1,3,C
Soledad Fire,2020-07-05,34.467915,-118.328877,0.0,26.4,2.6,25.64,30.6,2.1599998474121094,2272.0,722,15.365384101867676,1,5,E
Elliot Fire,2020-07-13,33.623968,-117.108421,0.0,19.7,0.0,39.83,28.1,4.25,2533.0,458,5.238243103027344,1,1,A
Power Fire,2020-07-11,37.1487,-119.50307,0.0,40.3,13.0,31.99,29.4,-2.7100000381469727,4441.0,314,8.091141700744629,1,3,C
Robinson Fire,2020-07-13,39.43227,-121.37994,0.0,18.3,0.0,35.15,47.3,-2.010000228881836,4267.0,427,1.5169543027877808,1,1,B
Valley Fire ,2020-07-15,39.10112,-121.33589,0.0,18.3,0.0,50.22,23.9,-3.5299997329711914,3033.0,82,3.698376417160034,1,4,D
Casino Fire,2020-07-13,33.48429,-116.83552,0.0,35.6,3.8,38.76,30.0,3.6200008392333984,2697.0,876,2.7802884578704834,1,3,B
Ben Fire,2020-07-15,37.42319,-119.95807,0.0,9.2,2.0,49.59,25.4,-1.6599998474121094,4104.0,462,6.547367572784424,1,2,B
Hollow Fire,2020-07-16,37.64044,-121.59374,0.0,17.1,10.2,62.8,29.3,-3.229999542236328,2336.0,259,1.854334115982056,1,4,C
Pitzer Fire,2020-07-17,34.39464,-116.97557,0.0,23.0,0.0,38.68,29.0,2.959999084472656,1750.0,1135,2.1679136753082275,1,3,C
Rabbit Fire ,2020-07-20,37.118075,-119.932391,0.0,10.9,4.6,44.69,28.0,-1.869999885559082,2076.0,173,7.00516414642334,1,3,C
Feather Fire,2020-07-20,39.506597,-121.604579,0.0,16.1,0.0,47.0,44.0,-3.260000228881836,3813.0,62,0.0,1,1,B
Avila Fire,2020-06-15,35.17977,-120.69959,0.0,33.1,1.6,63.45,27.0,-1.239999771118164,5820.0,36,0.0,1,4,D
Fork Fire,2020-06-18,36.37085,-118.845123,0.0,11.3,0.0,40.78,29.7,-0.9099998474121094,4932.0,581,4.3586273193359375,1,3,C
Candy Fire,2020-05-08,39.42208,-121.47273,0.0,31.1,0.9,32.62,27.6,-3.0,5049.0,170,7.3788604736328125,1,1,B
Grade Fire ,2020-06-22,36.5537,-119.19677,0.0,10.9,9.5,44.25,27.2,-2.510000228881836,3421.0,149,2.1839044094085693,1,5,E
Springs Fire,2020-06-19,35.89133,-118.8613,0.0,23.0,0.0,35.46,29.8,1.329999923706055,2315.0,360,2.178783655166626,1,4,C
Hill Fire,2020-07-24,39.013591,-122.359663,0.0,19.7,9.6,57.99,29.6,-3.760000228881836,2297.0,338,18.45556831359864,1,3,C
Jack Fire,2020-07-24,33.93327,-117.033124,0.0,21.9,13.0,62.5,28.5,2.940000534057617,3235.0,724,13.816664695739746,1,3,C
Mineral Fire,2020-07-13,36.09493,-120.52193,0.0,32.2,0.0,38.29,32.1,-2.229999542236328,2494.0,447,4.627367496490479,1,5,F
Mountain Meadow Fire ,2020-07-06,38.21614,-122.12447,0.0,31.1,0.0,45.7,29.4,-3.770000457763672,3903.0,3,0.0,1,2,B
Nail Fire,2020-07-07,39.35498,-122.65813,0.0,12.8,0.0,46.08,30.1,-3.779999732971192,3884.0,506,6.597733497619629,1,1,B
Cottonwood Fire,2020-07-27,37.083806,-121.101634,0.0,21.6,9.2,50.87,28.2,-2.050000190734864,1973.0,188,8.600056648254395,1,5,D
Holland Fire ,2020-07-20,37.977309,-121.620238,0.0,23.0,19.1,59.93,24.5,-4.079999923706055,6671.0,1,1.1764721870422363,1,2,B
Ione Fire ,2020-07-26,38.420382,-121.044895,0.0,26.4,0.3,41.66,26.8,-3.010000228881836,2540.0,57,0.0,1,2,B
Border 11 Fire,2020-07-28,32.62212,-116.77048,0.0,17.2,57.3,76.65,28.1,3.309999465942383,3684.0,440,8.492059707641602,1,3,C
Flat Fire,2020-06-30,40.791509,-123.437051,0.0,28.9,51.6,76.25,29.7,-2.6700000762939453,6614.0,338,21.33711624145508,1,2,B
Ridge Fire,2020-07-27,34.75844,-118.72004,0.0,25.6,0.0,27.1,29.7,0.5699996948242188,3874.0,1115,26.866668701171875,1,4,D
Rabbit Fire,2020-07-30,33.934137,-117.034461,0.0,18.3,0.0,40.08,27.2,2.8500003814697266,3159.0,710,4.988451480865479,1,3,C
Brook Fire,2020-07-29,34.25143,-117.45479,0.0,20.8,0.3,52.02,29.8,2.6599998474121094,3318.0,747,0.9274099469184875,1,3,C
Karen Fire,2020-07-25,34.028116,-117.429598,0.0,25.3,4.5,59.54,26.6,1.6200008392333984,4216.0,315,2.9963648319244385,1,4,C
Sheep Fire,2020-07-30,35.14357,-118.7933,0.0,24.2,0.0,30.09,24.5,1.1900005340576172,2008.0,258,3.0020248889923096,1,4,C
Sophia Fire,2020-08-02,38.686478,-121.103299,0.0,8.5,2.6,29.76,26.0,-2.939999580383301,4389.0,132,1.5069944858551023,1,2,B
Lincoln Fire,2020-07-27,40.78804,-124.19954,0.0,17.9,70.8,97.6,22.5,-0.6400003433227539,3902.0,-4,2.617872476577759,1,1,B
Water Fire,2020-08-02,33.924086,-116.641846,0.0,29.6,0.0,22.76,27.5,1.8500003814697263,1468.0,410,1.4521411657333374,1,2,B
Easton Fire,2020-07-20,34.135626,-117.192142,0.0,19.7,0.0,42.17,28.5,1.0699996948242188,2752.0,451,2.166127920150757,1,2,B
Sites Fire ,2020-08-02,39.31313,-122.48525,0.0,23.0,0.7,36.54,28.2,-4.539999961853027,3351.0,374,3.667915582656861,1,4,D
Fort Fire,2020-08-06,34.93929,-118.92967,0.0,27.7,0.0,44.83,29.8,0.6000003814697266,2233.0,475,4.762479305267334,1,4,C
Soda Fire,2020-08-12,34.962524,-119.444977,0.0,11.2,16.3,48.42,22.6,0.8100004196166992,2473.0,885,4.880430221557617,1,4,D
Iris Fire,2020-07-21,37.518879,-118.711135,0.0,32.3,9.3,26.9,25.4,-1.979999542236328,4278.0,2564,3.962028741836548,1,3,C
R-1 Fire,2020-08-11,40.590714,-120.549595,0.0,19.7,2.5,39.06,18.0,-1.4300003051757812,2028.0,1959,9.040440559387209,1,4,C
Mina Fire,2020-08-10,39.82454,-123.262437,0.0,21.9,0.0,38.21,21.3,-3.560000419616699,5303.0,434,6.291369438171387,1,3,C
Rowher Fire,2020-07-01,34.542742,-118.324601,0.0,34.4,10.7,30.81,29.6,1.8700008392333984,3684.0,877,1.4584922790527344,1,4,D
Peak Fire,2018-11-12,34.26734825,-118.64381589,0.0,35.7,0.0,8.69,15.1,-2.729999542236328,2600.0,437,5.547544956207275,1,3,C
Quail Fire,2020-06-06,38.470809,-122.038208,0.0,34.4,0.8,46.52,27.2,-3.640000343322754,3924.0,80,11.05355453491211,1,5,E
Sperry Fire,2020-06-08,37.463636,-121.16483,0.0,29.8,0.0,34.97,31.7,-2.800000190734864,1686.0,45,1.854334115982056,1,2,B
Sierra Fire,2020-06-08,33.82925,-117.46036,0.0,31.7,4.6,27.23,31.3,6.129999160766602,3134.0,418,5.547544956207275,1,3,C
Badger Fire,2020-07-18,41.79319,-122.69296,0.0,21.9,1.0,36.07,28.1,-3.369999885559082,5589.0,740,2.232379913330078,1,4,D
Beale Fire,2020-08-02,39.11307,-121.38178,0.0,11.2,0.0,41.58,31.1,-3.75,2981.0,39,4.770427227020264,1,4,D
North Fire,2020-08-02,40.36764,-120.44811,0.0,17.2,0.0,26.37,27.4,1.4400005340576172,2766.0,1253,3.05789852142334,1,5,F
Carrizo Fire,2020-08-12,35.308259,-119.987565,0.0,23.0,26.3,66.03,29.4,-0.6700000762939453,2130.0,597,1.466649293899536,1,3,C
Johnson Fire ,2019-10-14,33.45148,-116.05898,0.0,41.4,0.0,35.66,16.6,0.5500001907348633,2881.0,-61,1.854334115982056,1,2,B
Duluth Fire,2020-08-10,38.81111,-121.318472,0.0,13.5,1.7,38.13,29.3,-2.09000015258789,2159.0,34,2.7802884578704834,1,2,B
Meiss Fire,2020-08-13,38.474502,-121.172572,0.0,20.8,15.2,33.52,19.5,-3.4200000762939453,2302.0,42,1.854334115982056,1,4,D
Clark Fire,2020-08-14,39.647686,-121.633994,0.0,9.2,4.3,29.92,41.5,-2.8500003814697266,2434.0,97,4.055197238922119,1,3,C
3-2 Fire,2020-08-16,35.519723,-120.801074,0.0,24.2,0.1,43.24,22.9,-0.9600000381469728,5776.0,340,4.548587799072266,1,1,B
Elk Fire,2020-08-16,39.52452,-122.427358,0.0,21.9,9.3,35.36,13.3,-3.979999542236328,3053.0,271,17.800912857055664,1,4,D
Hog Fire,2020-07-18,40.420886,-120.86375,0.0,13.9,0.0,33.04,30.5,-2.3299999237060547,5749.0,1675,0.9274099469184875,1,5,F
Stagecoach Fire,2020-08-03,35.43044,-118.53361,0.0,33.3,0.1,20.55,28.6,1.0900001525878906,2801.0,1058,4.396265506744385,1,5,F
Murphy Fire,2020-08-17,38.840068,-120.876546,0.0,25.1,4.6,27.26,19.8,-1.4099998474121094,4871.0,540,8.327689170837402,1,1,B
Flint Fire,2020-08-19,38.03106,-120.85258,0.0,14.3,48.9,27.46,6.9,-1.5900001525878906,2499.0,117,3.886373043060303,1,2,B
Granite Fire,2021-05-08,38.03106,-120.85258,0.0,29.8,0.0,30.55,11.5,-3.890000343322754,4597.0,117,3.886373043060303,1,3,C
4-8 Fire,2020-08-17,39.555943,-122.5012461,0.02,21.9,11.3,47.62,5.8,-4.229999542236328,3330.0,446,21.401195526123047,1,4,C
Volcano Fire,2020-08-20,33.454896,-117.328234,0.0,18.5,20.9,68.45,26.1,2.299999237060547,4108.0,157,16.245059967041016,1,2,B
Post Fire,2020-08-02,34.04447,-118.21608,0.0,6.0,11.4,71.39,28.6,0.5299997329711914,1771.0,87,3.869253635406494,1,3,C
Elsmere Fire,2020-08-03,34.3428,-118.49731,0.0,25.3,5.5,58.28,28.6,1.7900009155273438,3545.0,644,9.456317901611328,1,4,C
Hills Fire,2020-08-15,36.09876,-120.427342,0.01,16.1,21.4,42.03,13.2,-1.130000114440918,2051.0,341,23.09103775024414,1,5,E
Perry Fire,2020-08-26,38.8825,-121.10411,0.0,16.1,0.4,43.11,20.8,-1.5299997329711914,4888.0,308,4.400673389434815,1,1,A
Loyalton Fire,2020-08-14,39.702438,-120.143473,0.02,34.4,21.0,33.11,16.9,-1.979999542236328,5492.0,2444,4.057732582092285,1,5,F
Johnson Fire ,2020-08-28,34.65979,-118.36411,0.0,25.5,0.0,23.22,26.9,1.729999542236328,3144.0,1064,8.363324165344238,1,4,C
Catholic Fire,2020-09-01,39.012743,-122.637037,0.0,18.3,70.2,68.2,20.1,-3.680000305175781,4612.0,498,21.05645751953125,1,1,B
River Fire,2020-08-16,36.60239,-121.62161,0.0,33.4,5.6,54.07,21.9,-1.3500003814697266,4726.0,15,0.9274099469184875,1,5,F
Coyote Fire,2020-08-21,37.18725,-121.68465,0.0,26.4,31.4,64.03,22.2,-1.380000114440918,2158.0,127,5.081967353820801,1,3,C
Sheep Fire ,2020-08-22,40.274,-120.757,0.0,12.8,4.2,31.93,20.6,-1.760000228881836,4735.0,1622,9.203133583068848,1,5,F
Sperry Fire,2020-09-08,37.46377,-121.18018,0.0,31.8,66.9,24.85,16.9,-2.4200000762939453,2001.0,76,9.95594310760498,1,2,B
Schoolhouse Fire,2020-09-09,41.68229,-122.84057,0.0,25.3,0.6,14.31,17.0,-3.260000228881836,5768.0,982,16.61374282836914,1,2,B
San Antonio Fire ,2020-09-16,34.773809,-120.491594,0.01,11.3,38.6,86.53,24.4,-1.0900001525878906,3927.0,124,25.976730346679688,1,3,C
Valley Fire,2020-09-05,32.765615,-116.692705,0.0,11.6,1.4,50.06,23.0,2.25,3970.0,745,8.581933975219727,1,5,F
